"Date","P","E","Q","year","month","day"
1980-01-01,0.006959153,1.34514582,2.6,1980,1,1
1980-01-02,0,1.370403063,2.6,1980,1,2
1980-01-03,0,1.355833105,2.5,1980,1,3
1980-01-04,0.003479576,1.333885346,2.4,1980,1,4
1980-01-05,0.4940998,1.365902437,2.3,1980,1,5
1980-01-06,3.022844,1.258555703,2.6,1980,1,6
1980-01-07,0,1.174898367,2.3,1980,1,7
1980-01-08,0,1.204064176,2.6,1980,1,8
1980-01-09,0,1.272228236,2.6,1980,1,9
1980-01-10,0,1.342042624,2.2,1980,1,10
1980-01-11,0.07261725,1.475382118,2.3,1980,1,11
1980-01-12,0.1405446,1.652838441,2.3,1980,1,12
1980-01-13,0.3839637,1.526994109,2.5,1980,1,13
1980-01-14,0,1.470831296,2.2,1980,1,14
1980-01-15,1.767776,1.488009375,2.2,1980,1,15
1980-01-16,0.07125567,1.652294085,2.2,1980,1,16
1980-01-17,0,1.794154909,2.2,1980,1,17
1980-01-18,0,1.805875197,2.1,1980,1,18
1980-01-19,0.01028744,1.93399295,2.1,1980,1,19
1980-01-20,0,1.773946506,1.7,1980,1,20
1980-01-21,0,1.813318241,2.2,1980,1,21
1980-01-22,0,1.7694079,2.2,1980,1,22
1980-01-23,0,1.623651391,2.2,1980,1,23
1980-01-24,0,1.378320734,2.1,1980,1,24
1980-01-25,0,1.45850293,1.9,1980,1,25
1980-01-26,0,1.636054384,1.8,1980,1,26
1980-01-27,0,1.822453601,1.8,1980,1,27
1980-01-28,0,1.853662966,1.9,1980,1,28
1980-01-29,0,1.71137369,2,1980,1,29
1980-01-30,0,1.391171663,1.7,1980,1,30
1980-01-31,0,1.348026125,1.7,1980,1,31
1980-02-01,0.07897126,1.49469919,1.8,1980,2,1
1980-02-02,2.692587,1.848949012,1.7,1980,2,2
1980-02-03,1.959909,1.879595763,1.7,1980,2,3
1980-02-04,0.8301059,1.979133846,1.5,1980,2,4
1980-02-05,0,1.838586321,1.7,1980,2,5
1980-02-06,0,1.548500019,1.7,1980,2,6
1980-02-07,0,1.294321015,1.6,1980,2,7
1980-02-08,0,1.355294102,1.6,1980,2,8
1980-02-09,0,1.497975667,1.6,1980,2,9
1980-02-10,0,1.613950208,1.7,1980,2,10
1980-02-11,0,1.63007384,1.6,1980,2,11
1980-02-12,0,1.621598575,1.6,1980,2,12
1980-02-13,0,1.714991954,1.6,1980,2,13
1980-02-14,0,1.833268679,1.5,1980,2,14
1980-02-15,0.02677761,2.299397765,1.6,1980,2,15
1980-02-16,0,2.20645692,1.7,1980,2,16
1980-02-17,0,2.016034889,1.7,1980,2,17
1980-02-18,0,1.954844135,1.7,1980,2,18
1980-02-19,0,2.013275098,1.6,1980,2,19
1980-02-20,0,2.103419596,1.6,1980,2,20
1980-02-21,0,2.343263647,1.6,1980,2,21
1980-02-22,0,2.466230313,1.6,1980,2,22
1980-02-23,0,2.472077868,1.5,1980,2,23
1980-02-24,0,2.460078191,1.4,1980,2,24
1980-02-25,0,2.339393437,1.4,1980,2,25
1980-02-26,0,2.190599653,1.4,1980,2,26
1980-02-27,0,2.329195749,1.4,1980,2,27
1980-02-28,0,2.788433274,1.4,1980,2,28
1980-02-29,0,2.825503405,1.3,1980,2,29
1980-03-01,0.8326778,2.449636607,1.3,1980,3,1
1980-03-02,0.7680787,2.179917057,1.3,1980,3,2
1980-03-03,0,2.226167435,1.4,1980,3,3
1980-03-04,0,2.709908125,1.3,1980,3,4
1980-03-05,0,2.707364809,1.3,1980,3,5
1980-03-06,0,2.875004314,1.3,1980,3,6
1980-03-07,0.1842663,2.83447292,1.3,1980,3,7
1980-03-08,0,2.637797027,1.2,1980,3,8
1980-03-09,0,2.352543804,1.2,1980,3,9
1980-03-10,0,2.115124165,1.3,1980,3,10
1980-03-11,0.01043873,2.256651707,1.3,1980,3,11
1980-03-12,0.000605144,2.464817907,1.2,1980,3,12
1980-03-13,0,2.464240224,1.2,1980,3,13
1980-03-14,0,2.750575174,1.2,1980,3,14
1980-03-15,0,2.93344614,1.2,1980,3,15
1980-03-16,0,3.271904282,1.3,1980,3,16
1980-03-17,0,3.55210791,1.2,1980,3,17
1980-03-18,0,3.655600531,1.2,1980,3,18
1980-03-19,0.000302572,3.689591067,1.2,1980,3,19
1980-03-20,0,3.668797473,1.2,1980,3,20
1980-03-21,0,3.809308571,1.2,1980,3,21
1980-03-22,0,4.039130085,1.3,1980,3,22
1980-03-23,0,4.252625406,1.3,1980,3,23
1980-03-24,0,4.319530495,1.3,1980,3,24
1980-03-25,0,4.364861316,1.3,1980,3,25
1980-03-26,0,4.479038964,1.1,1980,3,26
1980-03-27,0,4.228659348,1.2,1980,3,27
1980-03-28,0,4.083490797,1.2,1980,3,28
1980-03-29,1.23525,3.896610736,0.9,1980,3,29
1980-03-30,0.5712557,4.270314056,0.9,1980,3,30
1980-03-31,0,3.64906627,1.2,1980,3,31
1980-04-01,0,4.118051981,1.2,1980,4,1
1980-04-02,0,4.319001137,1.2,1980,4,2
1980-04-03,0,4.3937321,1.2,1980,4,3
1980-04-04,0,4.508442874,0.9,1980,4,4
1980-04-05,0,4.737502754,1.1,1980,4,5
1980-04-06,0,4.82214219,0.9,1980,4,6
1980-04-07,0,4.664778349,1.2,1980,4,7
1980-04-08,0,4.819598835,1.1,1980,4,8
1980-04-09,0,5.430334742,1.1,1980,4,9
1980-04-10,0,5.464884431,1.1,1980,4,10
1980-04-11,0,5.485248543,1.2,1980,4,11
1980-04-12,0,5.457052759,1,1980,4,12
1980-04-13,0,5.511123219,0.8,1980,4,13
1980-04-14,0,5.373869884,1,1980,4,14
1980-04-15,0,5.381031678,0.9,1980,4,15
1980-04-16,0,5.731318392,1,1980,4,16
1980-04-17,0,5.358618683,1,1980,4,17
1980-04-18,0,5.48436089,0.9,1980,4,18
1980-04-19,0,5.979553715,0.9,1980,4,19
1980-04-20,0,6.269055973,0.9,1980,4,20
1980-04-21,0,6.41133611,0.9,1980,4,21
1980-04-22,0,6.866131904,0.8,1980,4,22
1980-04-23,0,6.607473615,0.8,1980,4,23
1980-04-24,0,6.253397877,0.8,1980,4,24
1980-04-25,0,5.874729039,0.7,1980,4,25
1980-04-26,0,6.1322361,0.7,1980,4,26
1980-04-27,0,6.627324753,0.8,1980,4,27
1980-04-28,0,6.332179829,0.7,1980,4,28
1980-04-29,0,6.431170385,0.8,1980,4,29
1980-04-30,0,6.311381322,0.7,1980,4,30
1980-05-01,0,7.13024619,0.7,1980,5,1
1980-05-02,0,7.345836768,0.7,1980,5,2
1980-05-03,0,7.679598451,0.7,1980,5,3
1980-05-04,0,7.644406665,0.7,1980,5,4
1980-05-05,0,7.858046564,0.7,1980,5,5
1980-05-06,0,7.700378078,0.7,1980,5,6
1980-05-07,0,7.749083475,0.6,1980,5,7
1980-05-08,0,7.438084457,0.6,1980,5,8
1980-05-09,0,6.915141282,0.6,1980,5,9
1980-05-10,0,6.889370773,0.6,1980,5,10
1980-05-11,0.01331316,7.752777098,0.6,1980,5,11
1980-05-12,0,7.894053659,0.5,1980,5,12
1980-05-13,0,8.31204437,0.6,1980,5,13
1980-05-14,1.117549,8.752098233,0.6,1980,5,14
1980-05-15,0.01739788,9.142626154,0.6,1980,5,15
1980-05-16,0,9.304478189,0.6,1980,5,16
1980-05-17,0,8.519267473,0.6,1980,5,17
1980-05-18,0,8.383208686,0.6,1980,5,18
1980-05-19,0,9.092953013,0.6,1980,5,19
1980-05-20,0,8.631368227,0.6,1980,5,20
1980-05-21,0,8.531510689,0.6,1980,5,21
1980-05-22,0,8.275276783,0.5,1980,5,22
1980-05-23,0,8.181381175,0.5,1980,5,23
1980-05-24,0,8.443805582,0.5,1980,5,24
1980-05-25,0,9.045258663,0.5,1980,5,25
1980-05-26,0,8.857575656,0.5,1980,5,26
1980-05-27,0,9.479801879,0.5,1980,5,27
1980-05-28,0,9.203124494,0.5,1980,5,28
1980-05-29,0,8.977966741,0.5,1980,5,29
1980-05-30,1.112557,8.532603563,0.5,1980,5,30
1980-05-31,0.1833585,8.534902539,0.5,1980,5,31
1980-06-01,0,9.0977648,0.4,1980,6,1
1980-06-02,0,9.244761053,0.4,1980,6,2
1980-06-03,0,8.644409893,0.4,1980,6,3
1980-06-04,0.3665658,8.142766592,0.4,1980,6,4
1980-06-05,0.04326778,7.834067635,0.4,1980,6,5
1980-06-06,0.332829,8.01879393,0.4,1980,6,6
1980-06-07,2.281997,6.509155659,0.4,1980,6,7
1980-06-08,3.969894,5.911512895,0.4,1980,6,8
1980-06-09,1.009531,6.078187656,0.4,1980,6,9
1980-06-10,0,7.337774887,0.4,1980,6,10
1980-06-11,1.009834,7.543809761,0.4,1980,6,11
1980-06-12,0.001512859,8.020578254,0.4,1980,6,12
1980-06-13,7.461422,6.967826787,0.6,1980,6,13
1980-06-14,0.3797277,6.975905645,0.8,1980,6,14
1980-06-15,0.886233,6.832518871,0.8,1980,6,15
1980-06-16,0.01785174,6.940676449,0.8,1980,6,16
1980-06-17,0.6886536,7.390476566,0.8,1980,6,17
1980-06-18,6.030257,7.810824131,2,1980,6,18
1980-06-19,7.811195,7.595834013,2,1980,6,19
1980-06-20,0.4290469,6.875937731,1,1980,6,20
1980-06-21,5.490166,6.306953352,1,1980,6,21
1980-06-22,5.854009,5.795628119,1,1980,6,22
1980-06-23,28.82648,5.58326461,1.2,1980,6,23
1980-06-24,27.11967,5.946629336,1,1980,6,24
1980-06-25,45.60847,5.10667037,6,1980,6,25
1980-06-26,19.25265,5.036001836,203,1980,6,26
1980-06-27,33.36082,5.051324473,150,1980,6,27
1980-06-28,21.24902,4.83007348,188,1980,6,28
1980-06-29,5.248714,5.012728917,160,1980,6,29
1980-06-30,13.73101,5.492921744,108,1980,6,30
1980-07-01,11.45552,5.702018687,44,1980,7,1
1980-07-02,17.8289,5.40484919,106,1980,7,2
1980-07-03,26.58623,5.251215315,76,1980,7,3
1980-07-04,4.868835,5.182001998,80,1980,7,4
1980-07-05,1.014826,5.450358731,66,1980,7,5
1980-07-06,4.726172,5.092677066,52,1980,7,6
1980-07-07,19.95144,4.867573935,48,1980,7,7
1980-07-08,24.79894,4.746772098,270,1980,7,8
1980-07-09,6.446899,5.14137225,188,1980,7,9
1980-07-10,12.43192,5.088750591,262,1980,7,10
1980-07-11,30.46203,4.848502999,174,1980,7,11
1980-07-12,10.82753,4.943317276,186.5,1980,7,12
1980-07-13,7.747201,5.376884277,129,1980,7,13
1980-07-14,4.16233,4.972319826,140,1980,7,14
1980-07-15,25.34644,4.882805817,140,1980,7,15
1980-07-16,59.72799,4.765128762,210,1980,7,16
1980-07-17,7.016188,4.526293786,461,1980,7,17
1980-07-18,0.7329803,5.302946478,216,1980,7,18
1980-07-19,8.065658,5.089926469,158,1980,7,19
1980-07-20,2.839032,5.180125191,194,1980,7,20
1980-07-21,0.2308623,5.387554809,128,1980,7,21
1980-07-22,5.479123,5.366171734,128,1980,7,22
1980-07-23,17.26687,5.4012697,114,1980,7,23
1980-07-24,7.729349,5.208294231,44,1980,7,24
1980-07-25,17.37489,5.210723532,38,1980,7,25
1980-07-26,26.45386,5.360110121,94,1980,7,26
1980-07-27,14.86339,5.214470295,166,1980,7,27
1980-07-28,8.245234,4.762963743,424,1980,7,28
1980-07-29,0.08698941,4.835396984,182,1980,7,29
1980-07-30,0.08532526,5.236871991,122,1980,7,30
1980-07-31,6.54584,5.143870001,188,1980,7,31
1980-08-01,4.560514,5.046180772,154,1980,8,1
1980-08-02,4.642814,4.273789978,116,1980,8,2
1980-08-03,18.22179,4.097364041,110,1980,8,3
1980-08-04,11.91467,4.364946162,130,1980,8,4
1980-08-05,24.8593,4.306851105,120,1980,8,5
1980-08-06,27.16021,4.144371583,720,1980,8,6
1980-08-07,8.479879,3.950796194,366,1980,8,7
1980-08-08,2.801362,3.721784306,206,1980,8,8
1980-08-09,3.265507,3.940920797,123,1980,8,9
1980-08-10,6.979425,4.165489212,142,1980,8,10
1980-08-11,25.41437,4.137061539,192,1980,8,11
1980-08-12,27.33011,3.905555478,690,1980,8,12
1980-08-13,15.71044,3.73119106,454,1980,8,13
1980-08-14,6.98593,4.168888846,390,1980,8,14
1980-08-15,3.595159,4.288205913,368,1980,8,15
1980-08-16,1.889107,4.553404878,298,1980,8,16
1980-08-17,1.776551,4.544644907,210,1980,8,17
1980-08-18,0.874584,4.514595237,126,1980,8,18
1980-08-19,0.5046899,4.589638056,78,1980,8,19
1980-08-20,9.034342,4.600485543,106.9,1980,8,20
1980-08-21,0.0730711,4.655930209,89.6,1980,8,21
1980-08-22,2.57171,4.584371393,78.4,1980,8,22
1980-08-23,8.533888,4.333621156,78,1980,8,23
1980-08-24,24.48835,3.881565895,161,1980,8,24
1980-08-25,12.14962,3.714418395,220,1980,8,25
1980-08-26,18.83359,3.662928752,272,1980,8,26
1980-08-27,24.01467,3.488200675,470,1980,8,27
1980-08-28,101.162,3.386886889,770,1980,8,28
1980-08-29,140.0505,3.299975332,1388,1980,8,29
1980-08-30,4.852042,3.345696577,1666,1980,8,30
1980-08-31,0.6996974,3.755352914,1618,1980,8,31
1980-09-01,0.7494705,4.021963975,912,1980,9,1
1980-09-02,9.661422,3.921030331,644,1980,9,2
1980-09-03,1.654009,4.097172884,414,1980,9,3
1980-09-04,21.95825,3.819125614,295,1980,9,4
1980-09-05,48.20242,3.756370231,649.2,1980,9,5
1980-09-06,7.405598,3.532846189,768,1980,9,6
1980-09-07,1.265507,3.716904778,524,1980,9,7
1980-09-08,3.372163,3.92737798,400,1980,9,8
1980-09-09,49.1236,3.797839822,270,1980,9,9
1980-09-10,3.733434,3.440896788,611,1980,9,10
1980-09-11,0.006959153,3.945591022,449,1980,9,11
1980-09-12,0.18941,4.115532514,204,1980,9,12
1980-09-13,1.942814,4.090987703,416,1980,9,13
1980-09-14,0.287292,4.01161607,116,1980,9,14
1980-09-15,6.253101,4.034221571,98,1980,9,15
1980-09-16,0.02087746,4.171387133,127.3,1980,9,16
1980-09-17,0.02723147,4.178040334,96,1980,9,17
1980-09-18,3.872617,3.983649932,85.8,1980,9,18
1980-09-19,26.83797,3.564841863,888,1980,9,19
1980-09-20,12.5764,3.296500803,128,1980,9,20
1980-09-21,0,3.454274036,123,1980,9,21
1980-09-22,0.003782148,3.895418832,98,1980,9,22
1980-09-23,0.005900151,3.930554185,71.2,1980,9,23
1980-09-24,0.000151286,3.927441451,61,1980,9,24
1980-09-25,0,3.913923035,54,1980,9,25
1980-09-26,0,3.930471859,50,1980,9,26
1980-09-27,0,3.992888169,48,1980,9,27
1980-09-28,0,4.025563692,45,1980,9,28
1980-09-29,0,3.947386301,50,1980,9,29
1980-09-30,0,3.279600294,51,1980,9,30
1980-10-01,0,3.18069361,37,1980,10,1
1980-10-02,0,3.150332987,96,1980,10,2
1980-10-03,0,3.151906893,37,1980,10,3
1980-10-04,0,3.09959423,39,1980,10,4
1980-10-05,0,3.138227471,42,1980,10,5
1980-10-06,0,3.217132471,42,1980,10,6
1980-10-07,0,3.278791649,44,1980,10,7
1980-10-08,0,3.325241645,45,1980,10,8
1980-10-09,0,3.304945993,44,1980,10,9
1980-10-10,0,3.357832203,45,1980,10,10
1980-10-11,0,3.33127685,45,1980,10,11
1980-10-12,0,3.223623332,44,1980,10,12
1980-10-13,0,2.960217566,41,1980,10,13
1980-10-14,0,2.8342461,52.2,1980,10,14
1980-10-15,0,2.940582646,114,1980,10,15
1980-10-16,0.02435703,2.991928673,113,1980,10,16
1980-10-17,0,2.90522037,40,1980,10,17
1980-10-18,0,2.795770709,44.5,1980,10,18
1980-10-19,0.01361573,2.734403188,36,1980,10,19
1980-10-20,0.2602118,2.417945894,33,1980,10,20
1980-10-21,0,2.316542838,32,1980,10,21
1980-10-22,0,2.317640771,31,1980,10,22
1980-10-23,0,2.647658588,31.6,1980,10,23
1980-10-24,0,2.678441576,28,1980,10,24
1980-10-25,0,2.598726237,28,1980,10,25
1980-10-26,0,2.745182357,27,1980,10,26
1980-10-27,0.006051437,2.635773869,30.5,1980,10,27
1980-10-28,0.5571861,2.35793986,26,1980,10,28
1980-10-29,0,2.410754259,26,1980,10,29
1980-10-30,0,2.353159792,26,1980,10,30
1980-10-31,0.003025719,2.437770896,24,1980,10,31
1980-11-01,0,2.33181725,24,1980,11,1
1980-11-02,0,2.24878507,22,1980,11,2
1980-11-03,0,2.244132518,22,1980,11,3
1980-11-04,0,2.314971659,21,1980,11,4
1980-11-05,0,2.419333412,20,1980,11,5
1980-11-06,0,2.2691752,19,1980,11,6
1980-11-07,0,1.974114173,19,1980,11,7
1980-11-08,0,1.865234372,19,1980,11,8
1980-11-09,0,1.794763927,18,1980,11,9
1980-11-10,0,1.749715732,19.3,1980,11,10
1980-11-11,0,1.79024885,18,1980,11,11
1980-11-12,0,2.099692647,17,1980,11,12
1980-11-13,0,2.198427656,17,1980,11,13
1980-11-14,0,2.187119198,17,1980,11,14
1980-11-15,0,2.045937022,15,1980,11,15
1980-11-16,0,1.991238486,16,1980,11,16
1980-11-17,0,1.891724296,16,1980,11,17
1980-11-18,0,1.985913002,15,1980,11,18
1980-11-19,0,2.01051506,15,1980,11,19
1980-11-20,0,1.940433711,15,1980,11,20
1980-11-21,0,1.890987102,14,1980,11,21
1980-11-22,0,1.823341613,13,1980,11,22
1980-11-23,0,1.686853521,13,1980,11,23
1980-11-24,0,1.740566314,13,1980,11,24
1980-11-25,0,1.767043,13,1980,11,25
1980-11-26,0,1.746185958,13,1980,11,26
1980-11-27,0,1.88872224,10,1980,11,27
1980-11-28,0,1.946146703,12,1980,11,28
1980-11-29,0,1.909935951,11,1980,11,29
1980-11-30,0,1.804686942,11,1980,11,30
1980-12-01,0,1.711648802,10.8,1980,12,1
1980-12-02,0,1.634980993,10.5,1980,12,2
1980-12-03,0,1.572182981,10.3,1980,12,3
1980-12-04,0,1.48420082,10,1980,12,4
1980-12-05,0,1.570523852,9.8,1980,12,5
1980-12-06,0,1.423393909,9.5,1980,12,6
1980-12-07,0,1.151897593,9.4,1980,12,7
1980-12-08,0,1.310563237,9.3,1980,12,8
1980-12-09,0,1.165013999,10,1980,12,9
1980-12-10,0,1.423740775,9.5,1980,12,10
1980-12-11,0,1.265341319,9.4,1980,12,11
1980-12-12,0,1.294255867,9.3,1980,12,12
1980-12-13,0,1.19736663,9.1,1980,12,13
1980-12-14,0,1.153215249,9.1,1980,12,14
1980-12-15,0,1.19056515,8.6,1980,12,15
1980-12-16,0,1.224246595,9.1,1980,12,16
1980-12-17,0,1.213975426,9.1,1980,12,17
1980-12-18,0,1.152659833,9,1980,12,18
1980-12-19,0,1.154852447,8.9,1980,12,19
1980-12-20,0,1.185277879,8.9,1980,12,20
1980-12-21,0,1.315591065,8.6,1980,12,21
1980-12-22,0,1.447149188,8.6,1980,12,22
1980-12-23,2.511195,1.441346785,8.6,1980,12,23
1980-12-24,21.13313,1.216538078,8.6,1980,12,24
1980-12-25,0.824357,1.241248255,10,1980,12,25
1980-12-26,0.4776097,1.275416651,11.5,1980,12,26
1980-12-27,7.798336,1.315110576,10.6,1980,12,27
1980-12-28,0.06172466,1.3029012,9.5,1980,12,28
1980-12-29,22.38048,1.300965538,10,1980,12,29
1980-12-30,0,1.227209644,21,1980,12,30
1980-12-31,0,1.200218524,20,1980,12,31
1981-01-01,0,1.170401115,13.5,1981,1,1
1981-01-02,0,1.179830971,10.5,1981,1,2
1981-01-03,0,1.234016212,9.5,1981,1,3
1981-01-04,0,1.540161092,9.3,1981,1,4
1981-01-05,0,1.62029961,9,1981,1,5
1981-01-06,0,1.592266856,8.9,1981,1,6
1981-01-07,0.3350983,1.478764006,8.6,1981,1,7
1981-01-08,0,1.150380742,8.5,1981,1,8
1981-01-09,0,1.093471174,8.4,1981,1,9
1981-01-10,0,1.053711843,8.3,1981,1,10
1981-01-11,0,1.20389556,8.1,1981,1,11
1981-01-12,0.03827534,1.241488121,8.4,1981,1,12
1981-01-13,0,1.116686801,8.1,1981,1,13
1981-01-14,0,1.08539777,7.9,1981,1,14
1981-01-15,0,1.151602185,7.7,1981,1,15
1981-01-16,0,1.25483142,7.7,1981,1,16
1981-01-17,0,1.36761161,7.7,1981,1,17
1981-01-18,0.1455371,1.565299326,7.7,1981,1,18
1981-01-19,0.1178517,1.198994215,7.4,1981,1,19
1981-01-20,0,1.26823576,7.6,1981,1,20
1981-01-21,0,1.371220047,7.3,1981,1,21
1981-01-22,0,1.471074154,7.2,1981,1,22
1981-01-23,0.02662632,1.65006846,7.1,1981,1,23
1981-01-24,3.467776,1.766588064,7,1981,1,24
1981-01-25,0.1358548,1.634476385,6.8,1981,1,25
1981-01-26,0,1.613299853,6.7,1981,1,26
1981-01-27,0,1.515709681,6.6,1981,1,27
1981-01-28,0,1.486613483,6.6,1981,1,28
1981-01-29,0,1.653006243,7.4,1981,1,29
1981-01-30,0,1.822608169,6.6,1981,1,30
1981-01-31,0,1.864758236,6.5,1981,1,31
1981-02-01,0,1.75818259,6.5,1981,2,1
1981-02-02,0,1.525884491,6.5,1981,2,2
1981-02-03,0,1.389996006,6.5,1981,2,3
1981-02-04,0,1.51487647,6.4,1981,2,4
1981-02-05,0,1.897770152,6.4,1981,2,5
1981-02-06,0,2.006680918,6.4,1981,2,6
1981-02-07,0.003630862,1.793435233,6.4,1981,2,7
1981-02-08,0,1.573862392,6.3,1981,2,8
1981-02-09,0,1.565825282,6.3,1981,2,9
1981-02-10,0,1.494386029,6.3,1981,2,10
1981-02-11,0,1.380796649,6.3,1981,2,11
1981-02-12,0,1.57055509,6.2,1981,2,12
1981-02-13,0,1.794852039,6.2,1981,2,13
1981-02-14,0,1.9998316,6.2,1981,2,14
1981-02-15,0,2.068529663,6.1,1981,2,15
1981-02-16,0,2.204254167,6.1,1981,2,16
1981-02-17,0,2.244990785,6,1981,2,17
1981-02-18,0,2.107422473,6,1981,2,18
1981-02-19,0,1.977356987,5.8,1981,2,19
1981-02-20,0,2.034234822,5.8,1981,2,20
1981-02-21,0,2.089672005,5.8,1981,2,21
1981-02-22,0,2.068798317,5.6,1981,2,22
1981-02-23,0,2.195801832,5.5,1981,2,23
1981-02-24,0,2.45284848,5.5,1981,2,24
1981-02-25,0,2.767514156,5.4,1981,2,25
1981-02-26,0,2.655462876,5.4,1981,2,26
1981-02-27,0,2.522672602,5.4,1981,2,27
1981-02-28,0,2.510728092,5.3,1981,2,28
1981-03-01,0,2.696883184,5.3,1981,3,1
1981-03-02,0,2.442165362,5.2,1981,3,2
1981-03-03,0,2.055993175,5.2,1981,3,3
1981-03-04,0,2.136450853,5,1981,3,4
1981-03-05,0,2.376302591,5,1981,3,5
1981-03-06,0,2.591270704,5,1981,3,6
1981-03-07,0,2.899902051,5,1981,3,7
1981-03-08,0,2.913593356,4.9,1981,3,8
1981-03-09,0.06263238,2.848325428,4.9,1981,3,9
1981-03-10,0,2.582131595,4.9,1981,3,10
1981-03-11,0,2.844326502,4.9,1981,3,11
1981-03-12,0,2.831490505,4.9,1981,3,12
1981-03-13,0.1912254,2.690656658,4.9,1981,3,13
1981-03-14,0.03918306,2.881591956,4.9,1981,3,14
1981-03-15,0,3.251070832,4.9,1981,3,15
1981-03-16,12.70726,2.833047492,5.5,1981,3,16
1981-03-17,0,2.727509617,5.5,1981,3,17
1981-03-18,0,3.066992573,5.8,1981,3,18
1981-03-19,0.330711,3.487075397,5.8,1981,3,19
1981-03-20,2.326475,3.453201336,6,1981,3,20
1981-03-21,0.4406959,2.869056056,5.8,1981,3,21
1981-03-22,0,3.178617848,5.8,1981,3,22
1981-03-23,0.000302572,3.173480563,5.8,1981,3,23
1981-03-24,0,3.117002225,5.8,1981,3,24
1981-03-25,0,3.008698752,5.8,1981,3,25
1981-03-26,0,3.148464729,5.6,1981,3,26
1981-03-27,0,3.495087405,5.5,1981,3,27
1981-03-28,0,3.777930262,5.5,1981,3,28
1981-03-29,0,4.003333356,5.5,1981,3,29
1981-03-30,0,4.724329631,5.5,1981,3,30
1981-03-31,0,4.547471292,5.4,1981,3,31
1981-04-01,0,4.305897142,5.4,1981,4,1
1981-04-02,0,4.011948434,5.4,1981,4,2
1981-04-03,0,4.531702889,5.3,1981,4,3
1981-04-04,0,4.622888254,5.3,1981,4,4
1981-04-05,0,4.359238873,5.3,1981,4,5
1981-04-06,0,3.882086035,5.2,1981,4,6
1981-04-07,0,3.68829112,5.2,1981,4,7
1981-04-08,0,4.041250911,5.2,1981,4,8
1981-04-09,0,4.448305418,5.2,1981,4,9
1981-04-10,0,4.656360685,5.2,1981,4,10
1981-04-11,0,4.919278562,5.1,1981,4,11
1981-04-12,0,5.302152957,5.1,1981,4,12
1981-04-13,0,5.189328334,5.1,1981,4,13
1981-04-14,0,5.385216628,5.1,1981,4,14
1981-04-15,0,5.726517944,5.1,1981,4,15
1981-04-16,0,5.781332949,5,1981,4,16
1981-04-17,0,6.01422005,5,1981,4,17
1981-04-18,0,5.612068158,5,1981,4,18
1981-04-19,0,5.642187109,5,1981,4,19
1981-04-20,0,5.632906498,4.9,1981,4,20
1981-04-21,0,5.71489355,4.9,1981,4,21
1981-04-22,0,5.620065878,4.9,1981,4,22
1981-04-23,0,5.609442365,4.9,1981,4,23
1981-04-24,0,5.500202866,4.9,1981,4,24
1981-04-25,0,5.610785109,4.9,1981,4,25
1981-04-26,0,5.644016872,4.9,1981,4,26
1981-04-27,0,5.749406295,4.8,1981,4,27
1981-04-28,0,5.688792446,4.8,1981,4,28
1981-04-29,0,6.240501209,4.8,1981,4,29
1981-04-30,0.3472012,5.278788405,4.8,1981,4,30
1981-05-01,0.1558245,5.009672094,2.5,1981,5,1
1981-05-02,0,5.698463668,2.4,1981,5,2
1981-05-03,0,5.998077377,2.4,1981,5,3
1981-05-04,0.001059002,6.074637068,2.4,1981,5,4
1981-05-05,0.8813918,6.033475343,2.4,1981,5,5
1981-05-06,0.7437216,5.836930554,2.4,1981,5,6
1981-05-07,4.724054,5.303904965,2.4,1981,5,7
1981-05-08,0.02102874,4.993585707,2.4,1981,5,8
1981-05-09,1.416188,5.115384953,2.4,1981,5,9
1981-05-10,0.01331316,4.693270603,2.5,1981,5,10
1981-05-11,0.003630862,5.851548192,2.5,1981,5,11
1981-05-12,0,6.266908398,2.5,1981,5,12
1981-05-13,0,6.718060198,2.4,1981,5,13
1981-05-14,0,7.611815489,2.4,1981,5,14
1981-05-15,0,8.260788224,2.3,1981,5,15
1981-05-16,0,8.088415477,2.3,1981,5,16
1981-05-17,0,8.19083249,2.3,1981,5,17
1981-05-18,0,8.540087207,2.3,1981,5,18
1981-05-19,0,8.549225716,2.3,1981,5,19
1981-05-20,0,8.573164997,2.3,1981,5,20
1981-05-21,0,8.84050966,2.3,1981,5,21
1981-05-22,0,7.82476582,2.3,1981,5,22
1981-05-23,0.2234493,7.949475918,2.3,1981,5,23
1981-05-24,0.3183056,7.819839932,2.3,1981,5,24
1981-05-25,0,8.341134813,2.2,1981,5,25
1981-05-26,0,8.318840641,2.2,1981,5,26
1981-05-27,0,8.573044987,2.2,1981,5,27
1981-05-28,0,8.801331751,2.2,1981,5,28
1981-05-29,0,8.923128339,2.2,1981,5,29
1981-05-30,0,8.583620886,2.2,1981,5,30
1981-05-31,0,9.312592879,2.2,1981,5,31
1981-06-01,0,9.418322526,1,1981,6,1
1981-06-02,0.05521936,8.677374956,1,1981,6,2
1981-06-03,0.9320726,8.590511644,1,1981,6,3
1981-06-04,0,9.164062626,1,1981,6,4
1981-06-05,0,8.775661654,1,1981,6,5
1981-06-06,0.1732224,7.694057577,1,1981,6,6
1981-06-07,0,8.48432793,1,1981,6,7
1981-06-08,0,9.066226065,0.9,1981,6,8
1981-06-09,0.01996974,8.728696698,0.9,1981,6,9
1981-06-10,2.931467,8.137219588,0.9,1981,6,10
