"year","month","P","E","Q"
1983,4,0.000572456500758018,0.458084225480249,0.00351722093917141
1983,5,0.0234300720484821,0.812348366035175,0.00235362188083808
1983,6,0.117116022582572,0.87715364909654,0.00518082844221286
1983,7,0.474015351214885,0.62743592518881,0.0766193817492967
1983,8,0.373982039137363,0.444607397929067,0.175144608816602
1983,9,0.712062398935488,0.352475261730655,0.526476884109729
1983,10,0.129975673091377,0.189302977920814,0.261227511878435
1983,11,0,0.0526409762427512,0.0421897618537823
1983,12,0.00287365593916867,0.00594099631603462,0.0145385184930936
1984,1,0.0724340868292801,0.0313998548327204,0.0135864457531018
1984,2,0.0334710218244544,0.0500658146744975,0.0105092936784117
1984,3,0,0.278669037780239,0.00684838588938304
1984,4,0.00509650785361195,0.529323966485859,0.0042181317145645
1984,5,0.000885433345459988,0.946979358400378,0.00289299356186348
1984,6,0.121667875272055,0.793372840434226,0.0138957672398717
1984,7,0.247588358470784,0.607174151515905,0.0174029090112664
1984,8,0.946871885821748,0.388124550438865,0.299073424830384
1984,9,0.206401560989537,0.31751033054912,0.206633563410769
1984,10,0.00127065149161142,0.211538255292367,0.0370532000268051
1984,11,0,0.0677527269981568,0.016412290264777
1984,12,0,0.015224052556199,0.00856456851082748
1985,1,0.0722137872563894,0.0340185852067713,0.0095656750400034
1985,2,0.0128408889687244,0.0571021099166143,0.00771333609323517
1985,3,0.000219883985649374,0.31916216834773,0.00526704618819494
1985,4,0.00154340031385332,0.530269659200373,0.00397070176614261
1985,5,0.000978736643270378,0.926377954257437,0.00243125871371295
1985,6,0.100036062109663,0.8291355457374,0.00296409255618046
1985,7,0.634929577490671,0.580152597167713,0.074551790305366
1985,8,0.556411399716347,0.399824300760902,0.392662583786488
1985,9,0.139608436668249,0.338439723327482,0.0900754793461507
1985,10,0.090118526938552,0.186945199021353,0.0790792435067004
1985,11,0,0.0783037337416789,0.0452045226587864
1985,12,3.7489807120651e-05,0.0235401746909611,0.012773302082465
1986,1,0.00659483431641271,0.0369890204572301,0.00846650093245922
1986,2,0.0992500327868229,0.0607357127535628,0.0195253716002364
1986,3,0.0448698227150152,0.261363108470782,0.0117109033168089
1986,4,0,0.534712126267772,0.00461081064294739
1986,5,0.0242586409331873,0.797528279134198,0.00349365747936903
1986,6,0.22332989504022,0.797022420588656,0.0232905050425804
1986,7,0.374000146006001,0.562639095115744,0.0659218434089598
1986,8,0.319024530613419,0.414611273415682,0.120511569522558
1986,9,0.110122509323381,0.366098890433485,0.0382756396321594
1986,10,0.0179793064823801,0.215616275328797,0.016115772045183
1986,11,0,0.101734974769276,0.00778602090255951
1986,12,0.0376283858456701,0.00977002597292135,0.00589631314939124
1987,1,0.0447270216327571,0.0251176569258047,0.00770239105100657
1987,2,0.0780236436766609,0.0759528868437046,0.00540612119144635
1987,3,0.00305331203322265,0.266259283598866,0.00520984010081347
1987,4,0,0.527824562566141,0.00276986426902334
1987,5,0.0114965219182238,0.797195714851677,0.00238631107362751
1987,6,0.061246540530592,0.930789012239215,0.00225304813102265
1987,7,0.353955536912505,0.651007550184472,0.0244613229643214
1987,8,0.590214163333635,0.475175943269907,0.201327835011106
1987,9,0.453684925305385,0.334772437090943,0.364232506787093
1987,10,0.0978549116829708,0.20669437550568,0.0902985830869385
1987,11,0.0172905841898279,0.0846048700010815,0.0325049483265585
1987,12,0.00431216952935636,0.00429906482576573,0.0120700758225827
1988,1,0.00952409416509463,0.0363784554808154,0.00940018600150696
1988,2,0.0177931223792007,0.0938296225925365,0.00736174711786995
1988,3,0.00766877148906802,0.281307186990685,0.00607160894572449
1988,4,0.00452615586433565,0.559574671721149,0.0043068011500058
1988,5,0.0661844570694736,0.961420160928385,0.00323255255196356
1988,6,0.296607734978798,0.808768127067479,0.0221133127282454
1988,7,0.484696809710258,0.571772427306962,0.0603503791129134
1988,8,0.65904267383181,0.435813110650981,0.416979665687625
1988,9,0.101347574106653,0.389687523808828,0.0663863840794914
1988,10,0.0297169846515263,0.204217986173955,0.0337773342943955
